,participant,block,trial_num,modality,stim_level,stim_value,rating,RT,vas_initial_value,block_onset,trial_onset,fixation_onset,anticipation_duration,stim_onset,stim_duration,stim_offset,stim_rating_delay,rating_onset,rating_offset,iti_duration
1,sub-01,1,1,vision,5,0.95,88.34700521,4.338168123,65,1784.892224,1784.944583,1786.44624,2.5,1788.898964,2,1790.901045,5,1795.88995,1800.228119,5
2,sub-01,1,2,vision,1,0.05,14.28059896,3.804278623,5,1784.892224,1805.250293,1806.751953,2,1808.754089,2,1810.756286,6,1816.746276,1820.550555,5
3,sub-01,1,3,vision,1,0.05,6.657552083,2.919972201,95,1784.892224,1825.572729,1827.074411,2,1829.076499,2,1831.078701,5,1836.067551,1838.987523,3
4,sub-01,1,4,vision,3,0.5,27.24088542,3.737369576,65,1784.892224,1842.007505,1843.509196,3,1846.512515,2,1848.514609,5,1853.503535,1857.240904,2
5,sub-01,1,5,vision,3,0.5,23.06705729,2.185759662,95,1784.892224,1859.276462,1860.778132,2.5,1863.264215,2,1865.26652,6,1871.256435,1873.442194,2
6,sub-01,1,6,vision,3,0.5,28.359375,1.918935339,35,1784.892224,1875.47777,1876.979466,2,1878.964905,2,1880.967078,6,1886.957017,1888.875953,3
7,sub-01,1,7,vision,1,0.05,7.901041667,3.537281519,35,1784.892224,1891.8958,1893.397568,2,1895.399886,2,1897.40196,6,1903.391887,1906.929168,5
8,sub-01,1,8,vision,4,0.725,44.43815104,8.642982255,5,1784.892224,1911.951344,1913.453028,2.5,1915.955704,2,1917.957998,6,1923.947882,1932.590864,4
9,sub-01,1,9,vision,4,0.725,44.4453125,1.952292242,5,1784.892224,1936.611805,1938.113572,3,1941.116775,2,1943.119107,5,1948.107798,1950.06009,3
10,sub-01,1,10,vision,2,0.275,15.94661458,1.918792902,35,1784.892224,1953.080084,1954.581714,2.5,1957.08451,2,1959.086575,5,1964.075505,1965.994298,3
11,sub-01,1,11,vision,5,0.95,94.35807292,2.235899594,65,1784.892224,1969.014298,1970.515985,3.5,1974.019824,2,1976.02203,5,1981.010785,1983.246685,5
12,sub-01,1,12,vision,4,0.725,59.73242188,2.269159111,95,1784.892224,1988.268876,1989.770449,3,1992.773852,2,1994.776054,5,1999.764811,2002.03397,4
13,sub-01,1,13,vision,2,0.275,22.29296875,3.337004104,95,1784.892224,2006.055198,2007.556849,2,2009.558947,2,2011.561154,6,2017.55119,2020.888194,2
14,sub-01,1,14,vision,3,0.5,16.51367188,2.035725194,95,1784.892224,2022.923705,2024.425349,2,2026.41095,2,2028.413205,5,2033.40196,2035.437685,2
15,sub-01,1,15,vision,5,0.95,100,1.31809065,5,1784.892224,2037.823585,2039.325241,3.5,2042.812431,2,2044.814602,6,2050.821199,2052.139289,5
16,sub-01,1,16,vision,4,0.725,38.29947917,2.069056816,65,1784.892224,2057.161546,2058.663243,2.5,2061.165895,2,2063.168084,5,2068.156944,2070.226001,3
17,sub-01,1,17,vision,5,0.95,84.921875,2.085546,65,1784.892224,2073.2459,2074.74764,2.5,2077.250418,2,2079.252626,5,2084.241405,2086.326951,2
18,sub-01,1,18,vision,2,0.275,14.90104167,2.285982688,65,1784.892224,2088.362552,2089.86432,2,2091.849819,2,2093.852051,5,2098.840832,2101.126814,2
19,sub-01,1,19,vision,2,0.275,17.04752604,2.319328822,35,1784.892224,2103.14561,2104.647307,2.5,2107.149946,2,2109.152269,5,2114.14104,2116.460369,3
20,sub-01,1,20,vision,5,0.95,76.69596354,2.970002082,95,1784.892224,2119.480217,2120.98187,2,2122.984195,2,2124.986375,6,2130.976288,2133.94629,3
21,sub-01,1,21,vision,1,0.05,6.367838542,1.451671916,95,1784.892224,2136.966279,2138.467914,3.5,2141.971872,2,2143.974017,5,2148.962808,2150.41448,5
22,sub-01,1,22,vision,2,0.275,20.44856771,1.985609841,65,1784.892224,2155.436634,2156.938317,2,2158.940539,2,2160.942705,5,2165.931462,2167.917072,4
23,sub-01,1,23,vision,3,0.5,39.15104167,3.036703936,5,1784.892224,2171.938177,2173.439858,3.5,2176.943727,2,2178.945936,6,2184.935832,2187.972536,2
24,sub-01,1,24,vision,1,0.05,9.818359375,3.070213325,65,1784.892224,2190.008056,2191.50981,2,2193.495295,2,2195.497541,5,2200.486257,2203.55647,3
25,sub-01,1,25,vision,4,0.725,37.42317708,2.00223287,65,1784.892224,2206.576303,2208.078079,2.5,2210.580806,2,2212.58293,6,2218.57295,2220.575183,5
26,sub-01,2,1,pain,5,49,75.19140625,4.638370747,35,2256.91333,2256.931954,2258.433637,3,2261.368501,2,2263.372417,6,2269.412378,2274.050749,5
27,sub-01,2,2,pain,3,47,61.32617188,2.869871739,5,2256.91333,2279.073057,2280.57472,2.5,2283.013826,2,2285.012831,6,2291.069593,2293.939465,2
28,sub-01,2,3,pain,3,47,38.64257813,3.787647588,35,2256.91333,2296.342075,2297.843746,3,2300.769498,2,2302.765843,5,2307.821296,2311.608944,5
29,sub-01,2,4,pain,2,46,35.86393229,3.453890352,5,2256.91333,2316.631165,2318.132711,2.5,2320.569839,2,2322.571054,6,2328.627626,2332.081516,3
30,sub-01,2,5,pain,5,49,67.22070313,1.96885082,5,2256.91333,2335.485298,2336.986969,3,2339.912722,2,2341.90907,6,2347.965699,2349.93455,4
31,sub-01,2,6,pain,2,46,20.61979167,1.651746027,95,2256.91333,2353.95556,2355.457349,2.5,2357.89728,2,2359.895453,6,2365.952206,2367.603952,2
32,sub-01,2,7,pain,3,47,46.58203125,1.885467538,5,2256.91333,2369.990005,2371.491689,3,2374.428791,2,2376.430496,6,2382.487115,2384.372582,4
33,sub-01,2,8,pain,4,48,71.22526042,3.420498494,5,2256.91333,2388.393643,2389.895295,3.5,2393.33555,2,2395.334676,6,2401.391256,2404.811754,2
34,sub-01,2,9,pain,2,46,27.50911458,2.252597892,65,2256.91333,2406.847269,2408.34902,3,2411.275188,2,2413.27113,5,2418.326561,2420.579159,4
35,sub-01,2,10,pain,5,49,83.52213542,3.570539386,5,2256.91333,2424.600255,2426.101867,3.5,2429.54227,2,2431.541276,6,2437.597916,2441.168456,3
36,sub-01,2,11,pain,4,48,66.74023438,2.419348076,35,2256.91333,2444.205147,2445.70687,3,2448.630907,2,2450.629003,5,2455.684459,2458.103807,5
37,sub-01,2,12,pain,1,45,31.97460938,2.269168562,95,2256.91333,2463.126131,2464.627756,3,2467.566305,2,2469.566447,6,2475.623228,2477.892396,4
38,sub-01,2,13,pain,1,45,19.85026042,2.552836769,35,2256.91333,2481.913485,2483.415133,3.5,2486.853153,2,2488.854479,5,2493.910027,2496.462864,3
39,sub-01,2,14,pain,1,45,11.11132813,1.852068112,95,2256.91333,2499.482789,2500.984549,3.5,2504.425285,2,2506.423792,6,2512.480431,2514.332499,5
40,sub-01,2,15,pain,3,47,43.75455729,3.12024528,35,2256.91333,2519.738447,2521.240134,2,2523.167645,2,2525.161192,6,2531.217786,2534.338031,2
41,sub-01,2,16,pain,4,48,59.19401042,2.653025896,35,2256.91333,2536.356883,2537.858583,3,2540.798468,2,2542.797272,6,2548.853911,2551.506936,4
42,sub-01,2,17,pain,1,45,45.18424479,2.302646215,5,2256.91333,2555.527955,2557.029727,3.5,2560.46996,2,2562.469053,6,2568.525613,2570.828259,5
43,sub-01,2,18,pain,2,46,52.203125,1.918842538,65,2256.91333,2575.850446,2577.352106,2,2579.290295,2,2581.289828,5,2586.345307,2588.264149,3
44,sub-01,2,19,pain,1,45,27.68033854,1.484945357,95,2256.91333,2591.317415,2592.819189,3.5,2596.251419,2,2598.258426,5,2603.31406,2604.799005,3
45,sub-01,2,20,pain,4,48,79.00065104,2.586283406,35,2256.91333,2607.819006,2609.320644,2.5,2611.760966,2,2613.758859,5,2618.814412,2621.400696,4
46,sub-01,2,21,pain,2,46,58.08398438,2.386013063,65,2256.91333,2625.788883,2627.290578,3.5,2630.72902,2,2632.729873,5,2637.78541,2640.171423,4
47,sub-01,2,22,pain,4,48,92.63151042,1.501761794,95,2256.91333,2644.19252,2645.694183,3,2648.634965,2,2650.633015,6,2656.689536,2658.191298,4
48,sub-01,2,23,pain,3,47,65.22916667,1.618490284,95,2256.91333,2662.212399,2663.71396,3,2666.653415,2,2668.652908,5,2673.708316,2675.326807,2
49,sub-01,2,24,pain,5,49,94.77734375,2.886620078,65,2256.91333,2677.362537,2678.864183,2.5,2681.289022,2,2683.285648,5,2688.341126,2691.227746,4
50,sub-01,2,25,pain,5,49,96.87565104,2.502925478,5,2256.91333,2695.24877,2696.750502,3.5,2700.189793,2,2702.189747,6,2708.246395,2710.749321,2
51,sub-02,1,1,vision,1,0.05,6.048177083,10.41157021,35,12598.09312,12598.11243,12599.61404,2.5,12602.10014,2,12604.10223,6,12610.09222,12620.50379,5
52,sub-02,1,2,vision,3,0.5,36.48893229,7.808492518,65,12598.09312,12625.89305,12627.39468,2,12629.38012,2,12631.38245,5,12636.38796,12644.19646,4
53,sub-02,1,3,vision,5,0.95,99.83072917,4.555137286,95,12598.09312,12648.21768,12649.71935,3.5,12653.22321,2,12655.22532,6,12661.21526,12665.7704,2
54,sub-02,1,4,vision,4,0.725,50.30273438,3.787604422,35,12598.09312,12667.78916,12669.2909,3,12672.29414,2,12674.29642,5,12679.28517,12683.07277,3
55,sub-02,1,5,vision,5,0.95,84.24479167,3.804214968,5,12598.09312,12686.09271,12687.59445,2.5,12690.0972,2,12692.09942,6,12698.08924,12701.89346,4
56,sub-02,1,6,vision,5,0.95,87.01627604,8.626196452,95,12598.09312,12705.91464,12707.4163,2.5,12709.91913,2,12711.92135,6,12717.9112,12726.53739,4
57,sub-02,1,7,vision,4,0.725,56.54036458,7.741813649,65,12598.09312,12730.55849,12732.06015,2,12734.06239,2,12736.06459,6,12742.05449,12749.7963,4
58,sub-02,1,8,vision,5,0.95,79.15429688,7.07452117,95,12598.09312,12753.81749,12755.31905,2.5,12757.82195,2,12759.82404,5,12764.81293,12771.88745,3
59,sub-02,1,9,vision,3,0.5,29.80729167,4.688600334,35,12598.09312,12774.90745,12776.40909,2,12778.4112,2,12780.41352,6,12786.40336,12791.09196,5
60,sub-02,1,10,vision,1,0.05,7.129557292,4.922104159,5,12598.09312,12796.11415,12797.61586,2,12799.61794,2,12801.62023,5,12806.60906,12811.53116,2
61,sub-02,1,11,vision,4,0.725,50.21614583,9.660714169,95,12598.09312,12813.56666,12815.06842,3.5,12818.55558,2,12820.5577,6,12826.5477,12836.20842,3
62,sub-02,1,12,vision,4,0.725,36.921875,5.472725903,5,12598.09312,12839.2283,12840.72996,2,12842.73233,2,12844.73449,5,12849.7232,12855.19592,3
63,sub-02,1,13,vision,3,0.5,40.16861979,4.154708309,65,12598.09312,12858.21591,12859.71756,3.5,12863.22161,2,12865.22375,6,12871.21359,12875.3683,5
64,sub-02,1,14,vision,3,0.5,46.25390625,5.072240833,35,12598.09312,12880.39049,12881.89204,3,12884.89535,2,12886.89755,5,12891.88644,12896.95868,5
65,sub-02,1,15,vision,1,0.05,1.092447917,7.141154625,35,12598.09312,12901.98097,12903.48263,2.5,12905.96867,2,12907.97092,6,12913.97749,12921.11865,5
66,sub-02,1,16,vision,1,0.05,3.909505208,5.405989053,35,12598.09312,12926.14093,12927.64271,2.5,12930.14528,2,12932.14759,6,12938.13742,12943.54341,3
67,sub-02,1,17,vision,2,0.275,21.52994792,6.290237248,35,12598.09312,12946.56338,12948.06503,3,12951.06851,2,12953.07067,5,12958.05947,12964.34971,2
68,sub-02,1,18,vision,2,0.275,24.82161458,5.005628313,5,12598.09312,12966.38524,12967.88691,3,12970.87354,2,12972.87574,5,12977.86457,12982.87019,4
69,sub-02,1,19,vision,2,0.275,29.17447917,8.042309905,65,12598.09312,12986.89132,12988.39295,3,12991.39618,2,12993.39838,5,12998.38722,13006.42953,3
70,sub-02,1,20,vision,2,0.275,29.52473958,3.637296002,35,12598.09312,13009.44951,13010.95119,3,13013.95449,2,13015.9566,5,13020.94551,13024.5828,5
71,sub-02,1,21,vision,5,0.95,98.89192708,3.754284206,65,12598.09312,13029.605,13031.10666,2.5,13033.60942,2,13035.61173,5,13040.60051,13044.3548,2
72,sub-02,1,22,vision,4,0.725,60.72460938,3.487195926,5,12598.09312,13046.39027,13047.89186,2,13049.87748,2,13051.87966,5,13056.86841,13060.3556,5
73,sub-02,1,23,vision,2,0.275,39.25455729,2.085707943,65,12598.09312,13065.37779,13066.87955,3,13069.8829,2,13071.88509,5,13076.87384,13078.95955,2
74,sub-02,1,24,vision,3,0.5,50.16080729,5.489393051,65,12598.09312,13080.99515,13082.49681,3,13085.48343,2,13087.48555,5,13092.47435,13097.96374,2
75,sub-02,1,25,vision,1,0.05,0.455729167,4.288109658,5,12598.09312,13099.99936,13101.50114,3.5,13104.98816,2,13106.99037,5,13111.97928,13116.26739,4
76,sub-02,2,1,pain,5,49,30.05338542,9.594025067,35,13150.5032,13150.52184,13152.02342,2.5,13154.45626,2,13156.46162,5,13161.50055,13171.09458,5
77,sub-02,2,2,pain,5,49,38.94075521,7.958748864,5,13150.5032,13176.11666,13177.61837,3,13180.55752,2,13182.55719,5,13187.61268,13195.57143,4
78,sub-02,2,3,pain,1,45,8.787760417,5.339017289,5,13150.5032,13199.62606,13201.1276,3,13204.05924,2,13206.06645,6,13212.12322,13217.46224,5
79,sub-02,2,4,pain,4,48,3.323567708,4.938852098,35,13150.5032,13222.48456,13223.98623,3.5,13227.42431,2,13229.42545,6,13235.48216,13240.42101,2
80,sub-02,2,5,pain,3,47,8.431640625,5.756374441,95,13150.5032,13242.45659,13243.95823,3.5,13247.38414,2,13249.38091,6,13255.43754,13261.19392,5
81,sub-02,2,6,pain,3,47,31.98697917,5.923308035,35,13150.5032,13266.21608,13267.71782,2.5,13270.15686,2,13272.15592,6,13278.21261,13284.13591,5
82,sub-02,2,7,pain,4,48,25.9296875,5.823143392,5,13150.5032,13289.15811,13290.65975,3,13293.59732,2,13295.59857,6,13301.6552,13307.47834,4
83,sub-02,2,8,pain,3,47,34.25585938,4.054497113,95,13150.5032,13311.49941,13313.00107,2,13314.94076,2,13316.93867,5,13321.99431,13326.04881,4
84,sub-02,2,9,pain,3,47,43.13411458,3.787625651,95,13150.5032,13330.06993,13331.57156,3.5,13335.01141,2,13337.01092,6,13343.06749,13346.85512,4
85,sub-02,2,10,pain,1,45,15.77018229,2.085678023,65,13150.5032,13350.87619,13352.37779,3.5,13355.81698,2,13357.81718,5,13362.87273,13364.95841,2
86,sub-02,2,11,pain,1,45,14.77539063,3.63734725,95,13150.5032,13367.01058,13368.51234,2,13370.4475,2,13372.44999,6,13378.50662,13382.14396,5
87,sub-02,2,12,pain,3,47,42.51822917,6.807586811,95,13150.5032,13387.16622,13388.66791,2.5,13391.1068,2,13393.10613,6,13399.16277,13405.97036,4
88,sub-02,2,13,pain,2,46,40.75260417,7.174726064,5,13150.5032,13409.99136,13411.49307,3,13414.43266,2,13416.43188,5,13421.48733,13428.66205,2
89,sub-02,2,14,pain,5,49,56.67773438,4.237985054,95,13150.5032,13430.6808,13432.18259,3.5,13435.62402,2,13437.62186,6,13443.67855,13447.91654,2
90,sub-02,2,15,pain,2,46,39.74023438,2.636336398,65,13150.5032,13449.95218,13451.45386,2,13453.37785,2,13455.37475,6,13461.4314,13464.06774,3
91,sub-02,2,16,pain,2,46,29.39453125,3.720820424,35,13150.5032,13467.08767,13468.58939,2,13470.5306,2,13472.52698,5,13477.58254,13481.30336,4
92,sub-02,2,17,pain,1,45,22.75065104,2.552974188,65,13150.5032,13485.32456,13486.82621,3.5,13490.26523,2,13492.26542,6,13498.32211,13500.87508,3
93,sub-02,2,18,pain,2,46,25.21354167,2.40275581,65,13150.5032,13503.89501,13505.39667,3.5,13508.83605,2,13510.83604,5,13515.89149,13518.29425,3
94,sub-02,2,19,pain,1,45,4.505859375,7.408278997,5,13150.5032,13521.31422,13522.81588,2,13524.75625,2,13526.75355,5,13531.80905,13539.21733,3
95,sub-02,2,20,pain,2,46,2.022135417,4.922140251,95,13150.5032,13542.23723,13543.739,2,13545.67965,2,13547.67665,5,13552.73222,13557.65436,2
96,sub-02,2,21,pain,5,49,69.97460938,5.0223561,65,13150.5032,13559.68982,13561.19159,2.5,13563.61727,2,13565.61309,6,13571.66967,13576.69203,3
97,sub-02,2,22,pain,4,48,61.51171875,5.122436864,35,13150.5032,13579.7119,13581.21365,2,13583.15379,2,13585.15124,6,13591.20791,13596.33034,5
98,sub-02,2,23,pain,4,48,41.62109375,5.088997557,5,13150.5032,13601.35252,13602.85419,2.5,13605.29174,2,13607.29242,5,13612.34789,13617.43689,3
99,sub-02,2,24,pain,5,49,76.96744792,5.339260792,5,13150.5032,13620.45682,13621.95863,2.5,13624.3998,2,13626.39674,6,13632.45347,13637.79273,3
100,sub-02,2,25,pain,4,48,26.06575521,3.237039005,95,13150.5032,13640.81275,13642.31441,3.5,13645.75454,2,13647.75365,6,13653.8103,13657.04734,2
101,sub-03,1,1,vision,3,0.5,59.75455729,6.674162674,95,8458.354332,8458.389873,8459.891485,2.5,8462.360805,2,8464.363174,6,8470.352939,8477.027102,4
102,sub-03,1,2,vision,2,0.275,45.27083333,4.55515176,95,8458.354332,8481.048194,8482.549867,2,8484.552072,2,8486.554162,6,8492.54411,8497.099262,4
103,sub-03,1,3,vision,2,0.275,42.890625,2.636270409,65,8458.354332,8501.120351,8502.622003,2.5,8505.124819,2,8507.126974,6,8513.116775,8515.753045,3
104,sub-03,1,4,vision,4,0.725,78.20117188,2.269305166,65,8458.354332,8518.773146,8520.274733,2,8522.277023,2,8524.279263,5,8529.267954,8531.537259,3
105,sub-03,1,5,vision,5,0.95,92.17578125,6.907757199,5,8458.354332,8534.557255,8536.058814,3.5,8539.562696,2,8541.564877,5,8546.553673,8553.46143,3
106,sub-03,1,6,vision,1,0.05,5.154296875,2.819848746,65,8458.354332,8556.481341,8557.983085,3,8560.98642,2,8562.988613,6,8568.978412,8571.798261,2
107,sub-03,1,7,vision,3,0.5,52.69401042,5.255936279,5,8458.354332,8573.817107,8575.31878,3.5,8578.822765,2,8580.824975,6,8586.814753,8592.070689,4
108,sub-03,1,8,vision,4,0.725,65.6640625,2.119143806,95,8458.354332,8596.091794,8597.593342,2.5,8600.096147,2,8602.098389,5,8607.087122,8609.206266,3
109,sub-03,1,9,vision,2,0.275,41.06119792,2.019026391,35,8458.354332,8612.226166,8613.727913,2,8615.730012,2,8617.732336,5,8622.721038,8624.740065,3
110,sub-03,1,10,vision,1,0.05,5.132161458,2.970119704,65,8458.354332,8627.760032,8629.261725,3,8632.265036,2,8634.267241,5,8639.255946,8642.226066,3
111,sub-03,1,11,vision,5,0.95,97.96875,2.152395748,95,8458.354332,8645.246025,8646.74759,2,8648.749808,2,8650.752013,6,8656.741929,8658.894325,5
112,sub-03,1,12,vision,3,0.5,19.57617188,6.523880478,95,8458.354332,8663.916598,8665.418272,2.5,8667.921053,2,8669.923246,6,8675.913061,8682.436942,3
113,sub-03,1,13,vision,3,0.5,32.14388021,2.853165175,65,8458.354332,8685.456958,8686.958795,2.5,8689.461469,2,8691.463648,6,8697.45349,8700.306655,4
114,sub-03,1,14,vision,4,0.725,65.93619792,4.10469665,35,8458.354332,8704.327881,8705.82945,2.5,8708.332328,2,8710.33442,6,8716.324309,8720.429006,5
115,sub-03,1,15,vision,2,0.275,17.23111979,3.170266921,5,8458.354332,8725.451186,8726.952759,3.5,8730.456745,2,8732.458831,6,8738.448716,8741.618983,5
116,sub-03,1,16,vision,5,0.95,95.58138021,2.61972814,65,8458.354332,8746.641186,8748.142875,2,8750.145087,2,8752.147342,5,8757.136002,8759.75573,3
117,sub-03,1,17,vision,1,0.05,7.372395833,3.6874778,35,8458.354332,8762.775732,8764.277342,3,8767.28077,2,8769.282876,6,8775.272675,8778.960153,5
118,sub-03,1,18,vision,2,0.275,19.37174479,6.206970526,35,8458.354332,8783.982385,8785.483955,3,8788.487389,2,8790.489479,6,8796.479423,8802.686394,3
119,sub-03,1,19,vision,5,0.95,95,2.769755336,95,8458.354332,8805.706351,8807.208037,3.5,8810.711933,2,8812.71416,5,8817.70283,8820.472585,4
120,sub-03,1,20,vision,1,0.05,3.369791667,3.887719843,95,8458.354332,8824.493659,8825.995432,2.5,8828.498072,2,8830.500326,6,8836.490217,8840.377937,2
121,sub-03,1,21,vision,1,0.05,5.636067708,2.769763049,95,8458.354332,8842.396853,8843.898484,3.5,8847.402382,2,8849.404593,5,8854.393312,8857.163075,5
122,sub-03,1,22,vision,5,0.95,95,1.852196816,95,8458.354332,8862.185328,8863.687013,2,8865.689219,2,8867.691426,6,8873.681267,8875.533464,2
123,sub-03,1,23,vision,4,0.725,67.609375,2.352719205,35,8458.354332,8877.552303,8879.053934,2.5,8881.55679,2,8883.558834,6,8889.548755,8891.901474,5
124,sub-03,1,24,vision,4,0.725,67.29817708,1.885528376,35,8458.354332,8896.923574,8898.425238,2,8900.427435,2,8902.429752,5,8907.418461,8909.30399,3
125,sub-03,1,25,vision,3,0.5,17.47721354,3.654160344,95,8458.354332,8912.323979,8913.825715,3,8916.828904,2,8918.831184,6,8924.820997,8928.475157,4
126,sub-03,2,1,pain,4,48,52.83072917,6.457137075,95,8991.058775,8991.060857,8992.562525,3,8995.514735,2,8997.517914,6,9003.557904,9010.015041,4
127,sub-03,2,2,pain,1,45,14.47460938,4.855386346,65,8991.058775,9014.036193,9015.537782,2,9017.478239,2,9019.475478,5,9024.530992,9029.386379,5
128,sub-03,2,3,pain,5,49,43.86588542,8.526102075,5,8991.058775,9034.408666,9035.910321,2.5,9038.349183,2,9040.348506,5,9045.404024,9053.930126,4
129,sub-03,2,4,pain,3,47,35.33528646,6.640782771,5,8991.058775,9057.951249,9059.452878,2,9061.393002,2,9063.390671,5,9068.446142,9075.086924,5
130,sub-03,2,5,pain,2,46,11.80729167,3.887756962,5,8991.058775,9080.10902,9081.610765,3.5,9085.048471,2,9087.050075,6,9093.106656,9096.994413,4
131,sub-03,2,6,pain,2,46,8.352864583,5.205815198,5,8991.058775,9101.015394,9102.517167,2.5,9104.95805,2,9106.955317,5,9112.010847,9117.216662,2
132,sub-03,2,7,pain,1,45,6.259765625,3.220323637,5,8991.058775,9119.252224,9120.753958,2,9122.679068,2,9124.67492,5,9129.730401,9132.950725,2
133,sub-03,2,8,pain,3,47,18.63606771,4.805458542,5,8991.058775,9134.986211,9136.487978,2.5,9138.913849,2,9140.909411,6,9146.966074,9151.771533,5
134,sub-03,2,9,pain,1,45,7.495442708,2.769841102,35,8991.058775,9156.793683,9158.295346,2,9160.233987,2,9162.233056,5,9167.288516,9170.058357,5
135,sub-03,2,10,pain,5,49,55.28645833,3.637315463,95,8991.058775,9175.080533,9176.582102,3.5,9180.020274,2,9182.021526,5,9187.077153,9190.714468,4
136,sub-03,2,11,pain,3,47,54.10611979,4.354932066,5,8991.058775,9194.73546,9196.237202,2.5,9198.677519,2,9200.675466,5,9205.730914,9210.085846,2
137,sub-03,2,12,pain,5,49,65,2.519566565,65,8991.058775,9212.121435,9213.623075,3,9216.548234,2,9218.545193,5,9223.600674,9226.12024,5
138,sub-03,2,13,pain,2,46,26.13606771,3.770919969,35,8991.058775,9231.142428,9232.644064,2,9234.582466,2,9236.581739,5,9241.637202,9245.408122,3
139,sub-03,2,14,pain,3,47,62.75195313,6.97452183,95,8991.058775,9248.428034,9249.9298,3,9252.87126,2,9254.868584,5,9259.924022,9266.898543,5
140,sub-03,2,15,pain,2,46,4.625651042,2.569669747,65,8991.058775,9271.920622,9273.422386,3,9276.359938,2,9278.361054,5,9283.416612,9285.986282,2
141,sub-03,2,16,pain,3,47,41.72460938,4.505073051,65,8991.058775,9288.021725,9289.523481,3,9292.44865,2,9294.445579,5,9299.501025,9304.006098,2
142,sub-03,2,17,pain,5,49,69.29622396,2.386109558,35,8991.058775,9306.041726,9307.543365,3.5,9310.969662,2,9312.965987,6,9319.02256,9321.40867,3
143,sub-03,2,18,pain,1,45,8.686197917,4.171418152,5,8991.058775,9324.428537,9325.930313,2.5,9328.371788,2,9330.368578,5,9335.423994,9339.595412,4
144,sub-03,2,19,pain,4,48,49.54166667,3.370521557,35,8991.058775,9343.616498,9345.118038,3.5,9348.558246,2,9350.557401,5,9355.612931,9358.983452,2
145,sub-03,2,20,pain,2,46,38.234375,2.386104773,65,8991.058775,9361.019027,9362.520678,3.5,9365.946299,2,9367.943343,6,9373.999884,9376.385989,4
146,sub-03,2,21,pain,5,49,71.93619792,4.705316101,5,8991.058775,9380.407058,9381.90875,2,9383.848782,2,9385.846416,5,9390.901841,9395.607157,4
147,sub-03,2,22,pain,4,48,22.52278646,6.473939651,35,8991.058775,9399.628195,9401.12983,3.5,9404.569842,2,9406.569301,6,9412.625832,9419.099771,5
148,sub-03,2,23,pain,4,48,35.125,3.086765785,5,8991.058775,9424.121887,9425.623642,3,9428.561714,2,9430.562305,6,9436.618965,9439.705731,2
149,sub-03,2,24,pain,4,48,59.41927083,5.03888834,35,8991.058775,9441.741328,9443.242991,3.5,9446.6691,2,9448.665721,6,9454.722272,9459.76116,2
150,sub-03,2,25,pain,1,45,28.63411458,3.670716159,35,8991.058775,9461.780079,9463.281854,3,9466.224137,2,9468.22064,6,9474.277179,9477.947895,2
151,sub-04,1,1,vision,5,0.95,58.36328125,24.59378862,95,12860.30865,12860.34409,12861.84571,2.5,12864.3151,2,12866.31733,6,12872.30715,12896.90094,2
152,sub-04,1,2,vision,2,0.275,21.24934896,3.537372492,5,12860.30865,12898.93663,12900.43835,2.5,12902.92427,2,12904.92648,6,12910.9164,12914.45378,2
153,sub-04,1,3,vision,5,0.95,67.40104167,3.003453462,95,12860.30865,12916.47272,12917.97432,3.5,12921.47812,2,12923.48031,5,12928.46909,12931.47255,3
154,sub-04,1,4,vision,2,0.275,21.60026042,1.785364878,65,12860.30865,12934.49243,12935.99411,2.5,12938.49687,2,12940.49915,5,12945.48795,12947.27331,2
155,sub-04,1,5,vision,5,0.95,77.67447917,2.502731938,35,12860.30865,12949.29209,12950.79386,3.5,12954.29773,2,12956.29986,6,12962.28993,12964.79266,4
156,sub-04,1,6,vision,4,0.725,47.68229167,1.835354234,5,12860.30865,12968.81375,12970.31532,3.5,12973.81927,2,12975.82149,6,12981.81129,12983.64664,4
157,sub-04,1,7,vision,4,0.725,47.37174479,1.568365556,5,12860.30865,12987.66795,12989.16946,2,12991.17175,2,12993.17396,5,12998.16284,12999.7312,5
158,sub-04,1,8,vision,2,0.275,21.43359375,2.302659251,65,12860.30865,13004.75337,13006.25505,3,13009.25837,2,13011.26046,5,13016.2493,13018.55196,3
159,sub-04,1,9,vision,1,0.05,2.107421875,1.435040829,5,12860.30865,13021.57192,13023.07361,3,13026.07681,2,13028.07912,6,13034.06896,13035.504,5
160,sub-04,1,10,vision,1,0.05,1.893229167,1.96899161,5,12860.30865,13040.52608,13042.02777,3,13045.03116,2,13047.03337,6,13053.02318,13054.99217,3
161,sub-04,1,11,vision,3,0.5,21.73046875,1.568431637,65,12860.30865,13058.01213,13059.5137,3.5,13063.01767,2,13065.01988,6,13071.00976,13072.57819,2
162,sub-04,1,12,vision,3,0.5,33.42317708,1.685097759,95,12860.30865,13074.59711,13076.09877,3.5,13079.60265,2,13081.60478,5,13086.59366,13088.27876,2
163,sub-04,1,13,vision,2,0.275,27.23372396,0.917821823,65,12860.30865,13090.31433,13091.81612,2,13093.80161,2,13095.80384,5,13100.79255,13101.71037,2
164,sub-04,1,14,vision,3,0.5,42.37630208,1.234644052,65,12860.30865,13103.74583,13105.24764,2.5,13107.73365,2,13109.73585,5,13114.72466,13115.9593,5
165,sub-04,1,15,vision,5,0.95,94.06835938,2.135815414,95,12860.30865,13120.98159,13122.48318,3.5,13125.98706,2,13127.98935,5,13132.97807,13135.11388,5
