,participant,block,trial_num,modality,stim_level,stim_value,rating,RT,vas_initial_value,block_onset,trial_onset,fixation_onset,anticipation_duration,stim_onset,stim_duration,stim_offset,stim_rating_delay,rating_onset,rating_offset,iti_duration
572,sub-13,1,22,vision,4,0.725,67.94010417,1.435026545,65,15269.53541,15630.86939,15632.37104,3.5,15635.87492,2,15637.87711,5,15642.86584,15644.30087,5
573,sub-13,1,23,vision,3,0.5,56.73177083,1.518378144,35,15269.53541,15649.32307,15650.82473,2.5,15653.32751,2,15655.3297,6,15661.3195,15662.83788,5
574,sub-13,1,24,vision,1,0.05,2.522786458,1.868750449,95,15269.53541,15667.8601,15669.36185,3,15672.36518,2,15674.36739,5,15679.35608,15681.22483,4
575,sub-13,1,25,vision,3,0.5,54.51822917,1.368316074,95,15269.53541,15685.24602,15686.74761,2,15688.74991,2,15690.75211,5,15695.74083,15697.10915,2
576,sub-13,2,1,pain,4,48,90.27083333,2.386091791,5,15707.76887,15707.77079,15709.27255,2,15711.23453,2,15713.2436,5,15718.26568,15720.65177,3
577,sub-13,2,2,pain,5,49,79.77083333,2.252693555,5,15707.76887,15723.67175,15725.17343,2.5,15727.61329,2,15729.61157,6,15735.6682,15737.9209,2
578,sub-13,2,3,pain,3,47,59.94986979,2.102464626,95,15707.76887,15739.9564,15741.45798,3,15744.3841,2,15746.38013,6,15752.43671,15754.53917,3
579,sub-13,2,4,pain,4,48,82.13151042,2.686426986,5,15707.76887,15757.55904,15759.06082,3.5,15762.50237,2,15764.50017,6,15770.55671,15773.24313,4
580,sub-13,2,5,pain,3,47,37.89388021,2.152481775,65,15707.76887,15777.26421,15778.76589,2.5,15781.20598,2,15783.20411,6,15789.26066,15791.41314,4
581,sub-13,2,6,pain,3,47,67.4765625,1.201452451,65,15707.76887,15795.43425,15796.93593,2,15798.8764,2,15800.87358,5,15805.92905,15807.13051,4
582,sub-13,2,7,pain,1,45,39.20963542,1.518387651,95,15707.76887,15811.15159,15812.65326,2,15814.59334,2,15816.59095,5,15821.6464,15823.16479,5
583,sub-13,2,8,pain,4,48,71.36783854,1.551809932,35,15707.76887,15828.18697,15829.68871,3.5,15833.12797,2,15835.12807,6,15841.18465,15842.73646,5
584,sub-13,2,9,pain,1,45,23.78450521,1.935645416,5,15707.76887,15847.75858,15849.26032,3,15852.19974,2,15854.19911,6,15860.25569,15862.19134,3
585,sub-13,2,10,pain,1,45,31.58398438,1.50163223,5,15707.76887,15865.21124,15866.71291,3.5,15870.15319,2,15872.15224,6,15878.20888,15879.71051,5
586,sub-13,2,11,pain,2,46,61.35677083,1.468331665,65,15707.76887,15884.73269,15886.23445,2.5,15888.67365,2,15890.6726,6,15896.72931,15898.19765,4
587,sub-13,2,12,pain,4,48,74.15299479,1.318066881,65,15707.76887,15902.21874,15903.72041,3.5,15907.16051,2,15909.15974,6,15915.21637,15916.53444,5
588,sub-13,2,13,pain,1,45,12.11783854,2.335926905,95,15707.76887,15921.55674,15923.05841,2.5,15925.49735,2,15927.49664,5,15932.55218,15934.8881,2
589,sub-13,2,14,pain,4,48,81.50130208,1.517485913,95,15707.76887,15936.90702,15938.40868,2,15940.35073,2,15942.34632,5,15947.40276,15948.92025,5
590,sub-13,2,15,pain,2,46,20.390625,1.218022016,65,15707.76887,15953.94247,15955.44406,2,15957.38266,2,15959.38182,5,15964.43727,15965.65529,4
591,sub-13,2,16,pain,2,46,29.76888021,1.051281322,65,15707.76887,15969.67649,15971.17817,3,15974.11779,2,15976.11694,5,15981.1724,15982.22368,3
592,sub-13,2,17,pain,3,47,65.23111979,1.451740482,65,15707.76887,15985.24358,15986.74533,2,15988.68626,2,15990.68293,5,15995.73846,15997.1902,4
593,sub-13,2,18,pain,5,49,84.04817708,2.119015003,35,15707.76887,16001.21119,16002.71287,2,16004.6539,2,16006.6506,6,16012.70719,16014.82621,4
594,sub-13,2,19,pain,1,45,28.11263021,1.234839345,35,15707.76887,16018.84731,16020.34899,3.5,16023.78923,2,16025.78842,6,16031.84496,16033.0798,4
595,sub-13,2,20,pain,3,47,65.41210938,1.518466276,65,15707.76887,16037.10089,16038.60255,3,16041.54344,2,16043.54133,5,16048.59678,16050.11525,3
596,sub-13,2,21,pain,5,49,83.64973958,1.168099293,35,15707.76887,16053.13529,16054.63682,3.5,16058.07717,2,16060.07616,5,16065.13169,16066.29979,3
597,sub-13,2,22,pain,2,46,5,1.718696999,5,15707.76887,16069.31974,16070.82143,2,16072.76334,2,16074.75899,6,16080.81566,16082.53435,2
598,sub-13,2,23,pain,2,46,73.9765625,1.501787341,95,15707.76887,16084.55323,16086.0549,3.5,16089.49711,2,16091.49424,5,16096.54969,16098.05148,3
599,sub-13,2,24,pain,5,49,84.64192708,1.752048019,35,15707.76887,16101.07144,16102.57314,3,16105.51438,2,16107.51192,5,16112.56737,16114.31942,2
600,sub-13,2,25,pain,5,49,84.48502604,2.03569781,95,15707.76887,16116.3549,16117.85666,2,16119.78273,2,16121.77762,6,16127.83419,16129.86989,4
601,sub-14,1,1,vision,3,0.5,46.35872396,10.76191257,65,5602.876578,5602.913111,5604.414596,3.5,5607.885189,2,5609.887347,6,5615.877252,5626.639164,5
602,sub-14,1,2,vision,4,0.725,53.73632813,3.921091805,5,5602.876578,5631.661478,5633.163069,2.5,5635.665722,2,5637.667998,6,5643.657839,5647.578931,3
603,sub-14,1,3,vision,2,0.275,31.29622396,2.786393871,65,5602.876578,5650.598951,5652.100614,2.5,5654.603399,2,5656.605497,6,5662.595468,5665.381862,4
604,sub-14,1,4,vision,1,0.05,10.13802083,3.32037185,35,5602.876578,5669.402922,5670.904692,3.5,5674.408534,2,5676.410654,5,5681.399492,5684.719864,2
605,sub-14,1,5,vision,2,0.275,29.11653646,1.752074078,65,5602.876578,5686.738819,5688.240487,3,5691.243819,2,5693.245894,5,5698.234709,5699.986783,3
606,sub-14,1,6,vision,5,0.95,90.15039063,3.003384368,95,5602.876578,5703.006668,5704.508319,2.5,5707.01122,2,5709.013372,5,5714.002106,5717.00549,5
607,sub-14,1,7,vision,3,0.5,34.58463542,1.685239282,65,5602.876578,5722.027648,5723.52942,3.5,5727.016489,2,5729.018814,6,5735.025395,5736.710634,3
608,sub-14,1,8,vision,3,0.5,27.23893229,2.502886556,5,5602.876578,5739.730565,5741.232211,2.5,5743.734977,2,5745.737256,5,5750.725971,5753.228858,3
609,sub-14,1,9,vision,4,0.725,60.55533854,2.285890714,35,5602.876578,5756.248769,5757.750501,2.5,5760.253272,2,5762.25545,5,5767.244183,5769.530074,4
610,sub-14,1,10,vision,5,0.95,100,0.884341713,65,5602.876578,5773.551277,5775.052927,3,5778.05626,2,5780.058342,5,5785.047148,5785.93149,3
611,sub-14,1,11,vision,4,0.725,28.91145833,3.987849619,5,5602.876578,5788.9516,5790.453255,3.5,5793.957122,2,5795.959211,5,5800.948046,5804.935895,5
612,sub-14,1,12,vision,2,0.275,13.01627604,2.703113429,95,5602.876578,5809.958078,5811.459764,3.5,5814.946835,2,5816.94915,6,5822.955645,5825.658759,5
613,sub-14,1,13,vision,4,0.725,48.70833333,1.385005694,35,5602.876578,5830.68087,5832.182511,2,5834.184726,2,5836.186944,5,5841.175753,5842.560759,5
614,sub-14,1,14,vision,3,0.5,45.34309896,2.886539873,95,5602.876578,5847.582814,5849.084605,3,5852.087891,2,5854.090012,5,5859.078862,5861.965402,2
615,sub-14,1,15,vision,3,0.5,38.34049479,4.988963655,95,5602.876578,5864.001066,5865.502727,3,5868.489209,2,5870.491566,6,5876.481369,5881.470333,4
616,sub-14,1,16,vision,1,0.05,6.607421875,1.384978643,5,5602.876578,5885.491345,5886.993104,2,5888.995236,2,5890.99749,5,5895.986203,5897.371182,2
617,sub-14,1,17,vision,2,0.275,20.83072917,3.720776587,5,5602.876578,5899.406708,5900.908333,3.5,5904.39563,2,5906.39783,5,5911.386538,5915.107314,3
618,sub-14,1,18,vision,1,0.05,1.882161458,4.004544309,35,5602.876578,5918.144015,5919.645783,3,5922.632416,2,5924.63451,5,5929.623342,5933.627887,5
619,sub-14,1,19,vision,5,0.95,97.89192708,2.419395685,95,5602.876578,5938.650087,5940.151734,2.5,5942.654514,2,5944.656749,5,5949.645391,5952.064787,4
620,sub-14,1,20,vision,1,0.05,8.538411458,2.402770604,35,5602.876578,5956.085995,5957.587658,2,5959.589854,2,5961.591947,5,5966.580764,5968.983534,4
621,sub-14,1,21,vision,5,0.95,97.04947917,2.035702516,5,5602.876578,5973.004556,5974.506318,2.5,5977.009074,2,5979.011275,5,5983.999993,5986.035696,2
622,sub-14,1,22,vision,2,0.275,16.97721354,1.818810873,95,5602.876578,5988.071196,5989.572817,2,5991.558457,2,5993.560675,6,5999.550479,6001.36929,4
623,sub-14,1,23,vision,4,0.725,64.24414063,4.922134766,95,5602.876578,6005.390381,6006.892034,2.5,6009.394688,2,6011.396893,6,6017.38691,6022.309045,3
624,sub-14,1,24,vision,1,0.05,3.274088542,3.87094908,35,5602.876578,6025.329018,6026.830611,3.5,6030.334573,2,6032.336661,5,6037.325486,6041.196435,3
625,sub-14,1,25,vision,5,0.95,95.64453125,2.202491202,5,5602.876578,6044.216437,6045.718218,3,6048.721528,2,6050.723612,6,6056.71354,6058.916032,5
626,sub-14,2,1,pain,4,48,62.86328125,7.741995169,65,6074.748121,6074.750087,6076.251897,2,6078.204964,2,6080.206173,5,6085.245025,6092.98702,5
627,sub-14,2,2,pain,2,46,9.656901042,2.369399856,5,6074.748121,6098.009212,6099.510878,2.5,6101.949867,2,6103.949117,6,6110.005679,6112.375079,5
628,sub-14,2,3,pain,1,45,2.513671875,5.956711327,95,6074.748121,6117.397299,6118.898944,3.5,6122.33691,2,6124.338262,5,6129.393721,6135.350432,2
629,sub-14,2,4,pain,4,48,14.37044271,4.204730255,5,6074.748121,6137.386015,6138.887674,2,6140.813138,2,6142.808625,6,6148.865259,6153.069989,2
630,sub-14,2,5,pain,3,47,20.37109375,3.136877496,35,6074.748121,6155.105555,6156.607116,2.5,6159.031458,2,6161.028753,6,6167.08533,6170.222207,4
631,sub-14,2,6,pain,3,47,32.17513021,1.685337261,35,6074.748121,6174.243303,6175.744914,3,6178.684485,2,6180.683687,6,6186.740319,6188.425656,4
632,sub-14,2,7,pain,4,48,37.14778646,2.08569,65,6074.748121,6192.44674,6193.94838,2.5,6196.387017,2,6198.386636,5,6203.442087,6205.527777,2
633,sub-14,2,8,pain,1,45,18.21289063,2.536208898,35,6074.748121,6207.563438,6209.065084,2,6210.990436,2,6212.986074,5,6218.041591,6220.5778,5
634,sub-14,2,9,pain,5,49,50.40299479,6.540445617,35,6074.748121,6225.599987,6227.101532,3.5,6230.541219,2,6232.54087,6,6238.597646,6245.138092,4
635,sub-14,2,10,pain,2,46,13.80729167,2.369294484,65,6074.748121,6249.159308,6250.660976,3.5,6254.100866,2,6256.10031,6,6262.156868,6264.526162,2
636,sub-14,2,11,pain,5,49,65,2.51966615,65,6074.748121,6266.561744,6268.063393,3,6270.989068,2,6272.985607,6,6279.042157,6281.561823,4
637,sub-14,2,12,pain,3,47,50.55924479,2.335952123,65,6074.748121,6285.582804,6287.084456,2,6289.024597,2,6291.02213,6,6297.078716,6299.414668,3
638,sub-14,2,13,pain,4,48,50.31640625,6.073404362,35,6074.748121,6302.434735,6303.936336,2,6305.876756,2,6307.874095,6,6313.930663,6320.004067,2
639,sub-14,2,14,pain,5,49,59.00065104,4.071295487,95,6074.748121,6322.039645,6323.541384,2,6325.466761,2,6327.462351,6,6333.518918,6337.590213,5
640,sub-14,2,15,pain,4,48,40.18619792,4.021215118,5,6074.748121,6342.612406,6344.114083,3,6347.053404,2,6349.052856,6,6355.109424,6359.130639,2
641,sub-14,2,16,pain,2,46,10.51041667,4.104505776,5,6074.748121,6361.149505,6362.6511,3.5,6366.092466,2,6368.090596,6,6374.147244,6378.25175,4
642,sub-14,2,17,pain,1,45,28.14908854,2.052338848,35,6074.748121,6382.272747,6383.774512,2,6385.714401,2,6387.712037,5,6392.767676,6394.820014,2
643,sub-14,2,18,pain,5,49,63.80533854,4.238026733,65,6074.748121,6396.838892,6398.340567,3,6401.282304,2,6403.279332,5,6408.334801,6412.572827,5
644,sub-14,2,19,pain,1,45,4.847005208,3.136964518,5,6074.748121,6417.595031,6419.096681,2.5,6421.533726,2,6423.534998,6,6429.591581,6432.728546,4
645,sub-14,2,20,pain,2,46,8.436848958,3.954371832,35,6074.748121,6436.74958,6438.251309,2,6440.192184,2,6442.188944,6,6448.2455,6452.199872,3
646,sub-14,2,21,pain,5,49,72.27083333,2.252599956,65,6074.748121,6455.219955,6456.721544,3,6459.662826,2,6461.660397,5,6466.715861,6468.968461,2
647,sub-14,2,22,pain,3,47,24.69661458,5.756462283,95,6074.748121,6471.003985,6472.50575,2.5,6474.930373,2,6476.927154,6,6482.983837,6488.740299,3
648,sub-14,2,23,pain,3,47,28.40690104,2.519493282,65,6074.748121,6491.760184,6493.261838,3,6496.203153,2,6498.200757,5,6503.256198,6505.775691,5
649,sub-14,2,24,pain,2,46,29.63541667,3.203618843,95,6074.748121,6510.79796,6512.299624,3.5,6515.737716,2,6517.738846,5,6522.794458,6525.998077,3
650,sub-14,2,25,pain,1,45,9.560546875,3.186974182,95,6074.748121,6529.018085,6530.519644,3,6533.460403,2,6535.45848,6,6541.515067,6544.702041,3
651,sub-15,1,1,vision,2,0.275,18.84309896,1.001240316,35,8921.842534,8921.861231,8923.362903,3,8926.349504,2,8928.35172,5,8933.340409,8934.34165,5
652,sub-15,1,2,vision,4,0.725,33.67903646,1.520488066,65,8921.842534,8939.363829,8940.865511,2,8942.867731,2,8944.869931,5,8949.858635,8951.379123,2
653,sub-15,1,3,vision,3,0.5,32.59244792,1.351633942,65,8921.842534,8953.412604,8954.914408,3.5,8958.401415,2,8960.403734,5,8965.392431,8966.744065,3
654,sub-15,1,4,vision,5,0.95,92.35416667,2.185718547,35,8921.842534,8969.764049,8971.26572,3.5,8974.769527,2,8976.771795,5,8981.760522,8983.946241,3
655,sub-15,1,5,vision,4,0.725,74.609375,1.852156109,65,8921.842534,8986.966378,8988.46803,3.5,8991.971899,2,8993.974012,6,8999.963935,9001.816091,3
656,sub-15,1,6,vision,4,0.725,53.86458333,1.802111502,35,8921.842534,9004.83608,9006.33774,3.5,9009.84162,2,9011.843831,6,9017.83364,9019.635752,3
657,sub-15,1,7,vision,1,0.05,5.048177083,1.251503151,5,8921.842534,9022.655737,9024.157404,2.5,9026.660235,2,9028.662372,5,9033.651089,9034.902592,2
658,sub-15,1,8,vision,5,0.95,97.42122396,1.284866942,65,8921.842534,9036.938097,9038.439916,2,9040.425353,2,9042.427566,6,9048.417373,9049.70224,5
659,sub-15,1,9,vision,2,0.275,70.39973958,1.985631876,5,8921.842534,9054.724433,9056.226119,2,9058.228328,2,9060.230535,5,9065.21926,9067.204891,3
660,sub-15,1,10,vision,5,0.95,93.51041667,1.968981341,65,8921.842534,9070.224788,9071.726553,3.5,9075.230344,2,9077.232611,5,9082.221333,9084.190314,2
661,sub-15,1,11,vision,4,0.725,62.69205729,0.951191441,35,8921.842534,9086.225772,9087.727555,3,9090.714173,2,9092.7163,6,9098.706176,9099.657368,2
662,sub-15,1,12,vision,3,0.5,34.48567708,1.968864195,35,8921.842534,9101.692869,9103.19458,2.5,9105.680604,2,9107.68289,5,9112.671591,9114.640455,5
663,sub-15,1,13,vision,3,0.5,48.75455729,5.072303997,95,8921.842534,9119.662776,9121.164467,3.5,9124.668219,2,9126.670425,5,9131.65927,9136.731574,2
664,sub-15,1,14,vision,5,0.95,95,1.084635992,95,8921.842534,9138.767104,9140.268844,3.5,9143.75602,2,9145.75822,6,9151.748061,9152.832697,3
665,sub-15,1,15,vision,3,0.5,31.46028646,2.352740018,95,8921.842534,9155.85268,9157.354363,2,9159.356492,2,9161.358772,6,9167.34857,9169.70131,3
666,sub-15,1,16,vision,1,0.05,62.39973958,0.600803365,65,8921.842534,9172.721281,9174.222962,2.5,9176.725726,2,9178.727855,5,9183.716631,9184.317434,4
667,sub-15,1,17,vision,3,0.5,37.61653646,1.101334597,5,8921.842534,9188.338544,9189.840058,2,9191.842417,2,9193.844611,6,9199.834429,9200.935764,4
668,sub-15,1,18,vision,4,0.725,32.82226563,1.034600194,5,8921.842534,9204.956842,9206.458542,3.5,9209.962395,2,9211.964633,6,9217.954418,9218.989018,3
669,sub-15,1,19,vision,1,0.05,3.531901042,1.852165927,65,8921.842534,9222.009062,9223.51068,2.5,9226.01337,2,9228.015568,5,9233.00437,9234.856535,5
670,sub-15,1,20,vision,2,0.275,34.30924479,1.852165319,65,8921.842534,9239.878713,9241.380389,3,9244.383626,2,9246.385902,5,9251.374611,9253.226776,5
671,sub-15,1,21,vision,5,0.95,95.921875,1.051287043,65,8921.842534,9258.248913,9259.750661,3.5,9263.254496,2,9265.25673,5,9270.245437,9271.296724,5
672,sub-15,1,22,vision,1,0.05,12.28515625,0.934489365,5,8921.842534,9276.318923,9277.820602,3,9280.823916,2,9282.82603,5,9287.814842,9288.749332,3
673,sub-15,1,23,vision,2,0.275,15.68880208,1.935597931,5,8921.842534,9291.769337,9293.27097,2.5,9295.773643,2,9297.775939,5,9302.764648,9304.700246,5
674,sub-15,1,24,vision,1,0.05,2.889322917,1.802103794,95,8921.842534,9309.722425,9311.224108,2,9313.226238,2,9315.228526,6,9321.218353,9323.020457,5
675,sub-15,1,25,vision,2,0.275,11.95182292,1.852184739,5,8921.842534,9328.042637,9329.544332,2.5,9332.047085,2,9334.049289,6,9340.039104,9341.891289,4
676,sub-15,2,1,pain,2,46,73.71354167,2.202562019,35,9403.055982,9403.058732,9404.560418,2.5,9407.022676,2,9409.03201,5,9414.054091,9416.256653,2
677,sub-15,2,2,pain,3,47,4.451171875,3.570711371,65,9403.055982,9418.292234,9419.793902,2.5,9422.220151,2,9424.215404,6,9430.271986,9433.842698,2
678,sub-15,2,3,pain,3,47,75.82617188,1.284858378,65,9403.055982,9435.878223,9437.379958,2.5,9439.804911,2,9441.801474,6,9447.858076,9449.142934,2
679,sub-15,2,4,pain,3,47,68.52213542,1.334930565,35,9403.055982,9451.161715,9452.663484,3,9455.605584,2,9457.602279,5,9462.657721,9463.992651,2
680,sub-15,2,5,pain,1,45,53.17838542,1.218136649,95,9403.055982,9466.028148,9467.529878,3,9470.455987,2,9472.451911,5,9477.50744,9478.725577,4
681,sub-15,2,6,pain,5,49,83.87695313,1.635308656,5,9403.055982,9482.746649,9484.248254,3,9487.187931,2,9489.187112,5,9494.242565,9495.877874,3
682,sub-15,2,7,pain,5,49,88.60091146,2.402805231,95,9403.055982,9498.897731,9500.399484,2,9502.340989,2,9504.337132,6,9510.393683,9512.796488,5
683,sub-15,2,8,pain,4,48,63.19401042,1.484970363,95,9403.055982,9517.818588,9519.32033,2.5,9521.759407,2,9523.758581,6,9529.815157,9531.300127,4
684,sub-15,2,9,pain,1,45,34.70377604,1.985619728,5,9403.055982,9535.321315,9536.822927,3.5,9540.263193,2,9542.262247,6,9548.318932,9550.304551,4
685,sub-15,2,10,pain,1,45,21.80078125,2.01907006,5,9403.055982,9554.325533,9555.827298,3,9558.766869,2,9560.765998,5,9565.821529,9567.840599,3
686,sub-15,2,11,pain,2,46,22.95898438,1.134723718,5,9403.055982,9570.860437,9572.362207,2,9574.303327,2,9576.299774,6,9582.356441,9583.491164,4
687,sub-15,2,12,pain,2,46,40.59765625,2.486209596,35,9403.055982,9587.512227,9589.013923,2,9590.952521,2,9592.951562,6,9599.00814,9601.49435,3
688,sub-15,2,13,pain,3,47,55.57617188,1.534987511,5,9403.055982,9604.514357,9606.015965,3,9608.957199,2,9610.954785,6,9617.011371,9618.546358,5
689,sub-15,2,14,pain,2,46,15.18098958,1.501680434,95,9403.055982,9623.568672,9625.070278,3.5,9628.509573,2,9630.509692,6,9636.566244,9638.067925,4
690,sub-15,2,15,pain,4,48,69.05729167,1.785480597,35,9403.055982,9642.089163,9643.590713,3,9646.53047,2,9648.529583,5,9653.585019,9655.3705,4
691,sub-15,2,16,pain,1,45,13.37825521,1.35163335,95,9403.055982,9659.391531,9660.893216,3,9663.832958,2,9665.831908,6,9671.888537,9673.24017,2
692,sub-15,2,17,pain,5,49,86.43489583,2.052391812,65,9403.055982,9675.275665,9676.777329,2,9678.70349,2,9680.698285,5,9685.753858,9687.80625,5
693,sub-15,2,18,pain,4,48,76.13020833,2.102367154,65,9403.055982,9692.828468,9694.330107,3.5,9697.769208,2,9699.769352,6,9705.826073,9707.92844,2
694,sub-15,2,19,pain,4,48,65.11783854,1.201429965,35,9403.055982,9709.963942,9711.465678,2,9713.391809,2,9715.386554,6,9721.443242,9722.644672,5
695,sub-15,2,20,pain,3,47,11.51432292,2.035731371,35,9403.055982,9727.666852,9729.168535,3,9732.107866,2,9734.107329,6,9740.163862,9742.199594,3
696,sub-15,2,21,pain,2,46,29.00325521,2.669666,35,9403.055982,9745.219618,9746.721257,2.5,9749.16269,2,9751.159468,6,9757.216018,9759.885684,4
697,sub-15,2,22,pain,5,49,80.03320313,2.085733419,95,9403.055982,9763.906754,9765.408574,3,9768.348076,2,9770.347304,5,9775.40275,9777.488483,4
698,sub-15,2,23,pain,5,49,92.58072917,1.635264658,95,9403.055982,9781.509624,9783.011281,3.5,9786.451303,2,9788.450608,6,9794.507165,9796.14243,2
699,sub-15,2,24,pain,1,45,49.68098958,3.053415301,95,9403.055982,9798.161291,9799.662976,2,9801.604286,2,9803.600625,5,9808.656106,9811.709521,5
700,sub-15,2,25,pain,4,48,66.60546875,2.369422953,5,9403.055982,9816.731781,9818.233475,2.5,9820.672561,2,9822.671581,5,9827.727147,9830.096569,2
701,sub-16,1,1,vision,1,0.05,18.60677083,4.755253046,5,1428.411112,1428.429846,1429.931537,3.5,1433.41869,2,1435.420923,6,1441.410881,1446.166134,2
702,sub-16,1,2,vision,1,0.05,10.39388021,2.168943592,95,1428.411112,1448.201694,1449.70334,2.5,1452.189462,2,1454.191625,6,1460.181694,1462.350638,4
703,sub-16,1,3,vision,5,0.95,93.76236979,3.904239161,5,1428.411112,1466.371779,1467.873445,3,1470.876716,2,1472.878806,6,1478.868815,1482.773054,4
704,sub-16,1,4,vision,1,0.05,12.27994792,1.868653699,65,1428.411112,1486.794163,1488.295806,2.5,1490.7987,2,1492.800871,5,1497.78969,1499.658344,4
705,sub-16,1,5,vision,2,0.275,28.01822917,2.502800422,35,1428.411112,1503.67957,1505.181222,3.5,1508.684984,2,1510.687305,6,1516.677186,1519.179987,2
706,sub-16,1,6,vision,4,0.725,50.81770833,2.33604088,95,1428.411112,1521.215584,1522.717154,2,1524.702759,2,1526.704869,6,1532.69478,1535.030821,2
707,sub-16,1,7,vision,2,0.275,27.77278646,2.869918346,35,1428.411112,1537.066308,1538.567977,3,1541.554567,2,1543.556888,6,1549.546783,1552.416701,5
708,sub-16,1,8,vision,4,0.725,53.53125,1.852170189,35,1428.411112,1557.438844,1558.940416,3,1561.943727,2,1563.946062,6,1569.935865,1571.788035,4
709,sub-16,1,9,vision,5,0.95,98.68164063,1.167972086,95,1428.411112,1575.809145,1577.310793,3.5,1580.814666,2,1582.816785,6,1588.806685,1589.974657,5
710,sub-16,1,10,vision,5,0.95,90.41145833,1.935585566,65,1428.411112,1594.996858,1596.498518,2.5,1599.001405,2,1601.003639,5,1605.992333,1607.927918,2
711,sub-16,1,11,vision,4,0.725,27.27994792,1.818758809,35,1428.411112,1609.946774,1611.44836,3.5,1614.95233,2,1616.954532,5,1621.94325,1623.762009,2
712,sub-16,1,12,vision,5,0.95,83.6875,2.486171696,95,1428.411112,1625.797586,1627.299251,3,1630.285915,2,1632.288129,5,1637.27686,1639.763031,3
713,sub-16,1,13,vision,5,0.95,82.51497396,2.753162597,5,1428.411112,1642.782917,1644.284594,2,1646.286898,2,1648.288988,5,1653.277819,1656.030982,2
714,sub-16,1,14,vision,1,0.05,4.246744792,2.352600821,5,1428.411112,1658.049846,1659.551528,2,1661.553632,2,1663.555949,6,1669.545773,1671.898374,4
715,sub-16,1,15,vision,3,0.5,29.90885417,1.618570609,35,1428.411112,1675.91947,1677.421216,3,1680.424492,2,1682.426763,6,1688.416592,1690.035163,4
716,sub-16,1,16,vision,2,0.275,22.27799479,5.6063218,95,1428.411112,1694.056263,1695.557918,2,1697.560136,2,1699.562307,6,1705.552145,1711.158466,3
717,sub-16,1,17,vision,3,0.5,32.17252604,3.186954254,65,1428.411112,1714.178366,1715.680113,2.5,1718.18281,2,1720.185094,6,1726.174923,1729.361878,3
718,sub-16,1,18,vision,2,0.275,19.18098958,3.00342122,65,1428.411112,1732.381852,1733.883428,2.5,1736.3863,2,1738.388385,6,1744.378336,1747.381757,2
719,sub-16,1,19,vision,4,0.725,48.60416667,1.751958895,65,1428.411112,1749.400629,1750.902287,2,1752.904541,2,1754.906647,5,1759.895551,1761.647509,2
720,sub-16,1,20,vision,2,0.275,25.27669271,4.088017619,5,1428.411112,1763.682957,1765.184807,3.5,1768.671929,2,1770.67414,6,1776.663903,1780.75192,4
721,sub-16,1,21,vision,3,0.5,23.11848958,1.101353343,5,1428.411112,1784.772983,1786.274718,2,1788.276921,2,1790.279085,5,1795.267786,1796.369139,2
722,sub-16,1,22,vision,4,0.725,34.77018229,1.384998394,5,1428.411112,1798.404684,1799.906372,3,1802.89301,2,1804.895113,5,1809.883913,1811.268911,5
723,sub-16,1,23,vision,1,0.05,8.781901042,2.402687885,65,1428.411112,1816.291096,1817.792745,2.5,1820.29554,2,1822.297661,6,1828.287558,1830.690246,3
724,sub-16,1,24,vision,3,0.5,29.47591146,3.754249901,95,1428.411112,1833.710308,1835.211876,3,1838.215231,2,1840.217509,5,1845.206244,1848.960494,4
725,sub-16,1,25,vision,3,0.5,33.51302083,2.102443299,65,1428.411112,1852.981498,1854.48325,2,1856.485367,2,1858.487552,5,1863.476382,1865.578825,5
726,sub-16,2,1,pain,3,47,80.671875,2.903361631,65,1879.841628,1879.844458,1881.346107,2,1883.297152,2,1885.300582,6,1891.340432,1894.243793,5
727,sub-16,2,2,pain,2,46,38.93294271,3.620720075,35,1879.841628,1899.265897,1900.767571,3.5,1904.207329,2,1906.206962,6,1912.263538,1915.884258,4
728,sub-16,2,3,pain,1,45,34.06575521,2.936728366,35,1879.841628,1919.905402,1921.407082,3,1924.346739,2,1926.345783,5,1931.401308,1934.338036,5
729,sub-16,2,4,pain,4,48,54.67578125,1.351581024,35,1879.841628,1939.360238,1940.861881,2.5,1943.300819,2,1945.299998,5,1950.355558,1951.707139,3
730,sub-16,2,5,pain,4,48,31.70898438,2.335963496,65,1879.841628,1954.727167,1956.228845,2,1958.168774,2,1960.166432,5,1965.222038,1967.558001,5
731,sub-16,2,6,pain,1,45,14.48632813,1.518492942,5,1879.841628,1972.580208,1974.081863,3.5,1977.519952,2,1979.521084,5,1984.576637,1986.095129,4
732,sub-16,2,7,pain,3,47,25.16210938,4.805373902,65,1879.841628,1990.116212,1991.617932,2,1993.556983,2,1995.555522,5,2000.611064,2005.416438,5
733,sub-16,2,8,pain,4,48,48.91341146,2.352609015,5,1879.841628,2010.438641,2011.940299,2,2013.878385,2,2015.877971,6,2021.934528,2024.287137,5
734,sub-16,2,9,pain,2,46,17.62955729,5.222564842,95,1879.841628,2029.30943,2030.811115,3,2033.750005,2,2035.749786,5,2040.805343,2046.027908,2
735,sub-16,2,10,pain,5,49,89.05664063,3.620783509,65,1879.841628,2048.063374,2049.565137,3,2052.491242,2,2054.487125,5,2059.542693,2063.163477,2
736,sub-16,2,11,pain,2,46,29.46289063,5.439470143,5,1879.841628,2065.199059,2066.700771,2.5,2069.125538,2,2071.12223,5,2076.1777,2081.61717,5
